MESSAGECLASS,MESSAGENUMBER,LANGUAGE,DESCRIPTION,TEXT
SEPM_DG,086,en,Error: System User &1 does not exist,
SEPM_DG,092,en,EPM Data Generator: &1 Goods Issue records created,
SEPM_EXCEPTIONS,079,en,Invalid Org Unit name &1,
SEPM_TEST,209,en,A system failure occured during a locking operation,
SEPM_TEST,212,en,Test session (&1) has not come to an end yet - cant get log entries,
SEPM_TEST,220,en,Retrieving EPM context data has failed,
SEPM_DG,087,en,Added &1 System User(s) to ITelO Employees,
SEPM_DG,088,en,Error: No Users were added as ITelO Employees,
SEPM_DG,093,en,EPM Data Generator: Target Initialization Error,
SEPM_TEST,213,en,The EPM test environment is not active - operation not possible,
SEPM_TEST,214,en,No test context available for specified selection criteria,
SEPM_TEST,221,en,Initialization has already been done for another mode,
SEPM_BO_COMMON,306,en,Purchase order item has a different product,
SEPM_BO_COMMON,307,en,Purchase order item has a different gross amount,
SEPM_BO_COMMON,308,en,Purchase order item has a different net amount,
SEPM_BO_COMMON,310,en,Purchase order item has a different currency code,
SEPM_BO_COMMON,311,en,Purchase order schedule line has a different quantity,
SEPM_DG,089,en,EPM Data Generator: Goods Receipts deleted,
SEPM_TEST,215,en,Creation of test sequence identifier has failed,
SEPM_TEST,216,en,Storing the state of test sequence (&1) test session (&2) has failed,
SEPM_TEST,222,en,Timeout value (&1) is too large. Maximum value = 3600 seconds.,
SEPM_BO_COMMON,309,en,Purchase order item has a different tax amount,
SEPM_BO_COMMON,312,en,Purchase order schedule line has a different quantity unit,
SEPM_TEST,217,en,The specification of a test session id is required,
SEPM_TEST,218,en,Test environment has not been initialized yet - operation is not possible,
SEPM_TEST,219,en,Creation of test session id has failed,
SEPM_TEST,223,en,Job recurrence must be at least one day,
SEPM_TEST,224,en,Job planning failed,
SEPM_BO_COMMON,313,en,Purchase order has a different number of items,
SEPM_BO_COMMON,314,en,Purchase order item has a different position number,
SEPM_BO_COMMON,315,en,Product '&1' is not offered by the supplier of the purchase order,
SEPM_BO_COMMON,299,en,--- PO Messages ---------------------------------------------------------,
SEPM_BO_COMMON,399,en,--- SO Messages ---------------------------------------------------------,
SEPM_TEST,990,en,This is a test message with 4 parameters: P1=&1 P2=&2 P3=&3 P4=&4,
SEPM_TEST,991,en,This is a test message with 4 parameters: P5=&1 P6=&2 P7=&3 P8=&4,
SEPM_TEST,992,en,This is a test message with 4 parameters: P9=&1 PA=&2 PB=&3 PC=&4,
SEPM_TEST,993,en,Invalid value (&1) for header field &2 detected,
SEPM_BOR_MESSAGES,001,de,EPM-Problem: &1,
SEPM_BO_COMMON,001,de,Operation &1 fehlgeschlagen,
SEPM_DG,001,de,Benutzer &1 nicht in Tabelle SNWD_LOCAL_USERS gefunden,
SEPM_EXCEPTIONS,001,de,Datentyp entspricht nicht Puffertyp,
SEPM_SALES_ON_DEMAND,001,de,Vom Sender wurden keine Routing-Informationen angegeben,
SEPM_TEST,001,de,Interner Fehler: Fehler in EPM-Testinfrastruktur,
SEPM_WD,001,de,Partner-ID existiert nicht,
SEPM_BOR_MESSAGES,002,de,Konsumentenproblem: Diskrepanz bei Produkt-ID [&1],
SEPM_BO_COMMON,002,de,Element wird von Benutzer &1 gesperrt,
SEPM_DG,002,de,EPM-Stammdaten müssen für Benutzer &1 neu angelegt werden,
SEPM_EXCEPTIONS,002,de,BO-Name &1 ist ungültig,
SEPM_PI_MESSAGES,001,de,Kein logischer Port gefunden für Proxy&1 in Konfigurationstabelle &2,
SEPM_PI_MESSAGES,002,de,Message über WS-Proxy &1 gesendet. Verarbeitungszeit: &2 s,
SEPM_SALES_ON_DEMAND,002,de,Logisches Partnersystem '&1' ist unbekannt,
SEPM_WD,002,de,Produkt-ID existiert nicht,
SEPM_BOR_MESSAGES,003,de,Konsumentenproblem: &1,
SEPM_BO_COMMON,003,de,Wert &1 ist für Feld &2 ungültig,
SEPM_DG,003,de,EPM-Datengenerierer gesperrt von Benutzer &1,
SEPM_EXCEPTIONS,003,de,Ungültiger Abfrageparameterwert. Parameter = &1 Wert = &2,
SEPM_SALES_ON_DEMAND,003,de,Die Daten für die EPM-Testumgebung wurden nicht vollständig angegeben,
SEPM_WD,003,de,Sicherung nicht ausgeführt,
SEPM_BOR_MESSAGES,004,de,EPM-Problem: Abruf der Produktdaten [&1] ist fehlgeschlagen,
SEPM_BO_COMMON,004,de,Ungültige Maßeinheit '&1',
SEPM_DG,004,de,EPM-Datengenerierer: Stammdaten gelöscht,
SEPM_EXCEPTIONS,004,de,BO-Knoten &1 hat keinen übergeordneten Knoten,
SEPM_FPM,003,de,Positionen fehlen,
SEPM_PI_MESSAGES,003,de,Fehler beim Senden von WS-Message über Proxy&1:&2,
SEPM_SALES_ON_DEMAND,004,de,Angabe der Opportunity-Daten (Kopf Position Einteilung) fehlt,
SEPM_WD,004,de,Bestellung & angelegt,
SEPM_BOR_MESSAGES,005,de,Konsumentenproblem: Ändern von &1 ist fehlgeschlagen,
SEPM_BO_COMMON,005,de,Produkt existiert nicht,
SEPM_DG,005,de,EPM-Datengenerierer: Mitarbeiterdaten angelegt,
SEPM_EXCEPTIONS,005,de,DB-Tabeller '&1' existiert nicht,
SEPM_PI_MESSAGES,004,de,Parameter &1 &2 und &3 müssen auf 'true' gesetzt sein,
SEPM_BOR_MESSAGES,000,de,------------ Meldungen zum BOR - Anfang - -----------,
SEPM_BO_COMMON,000,de,Arithmetischer Überlauf: Operation &1 kann nicht ausgeführt werden,
SEPM_FPM,005,de,Der Betrag ist zu groß (reduzieren Sie die Mengen),
SEPM_SALES_ON_DEMAND,005,de,Ungültige Opportunity-Kopfdaten: &1,
SEPM_TEST,000,de,***** Fehler in der Testinfrastruktur,
SEPM_WD,005,de,Bestellung & geändert,
SEPM_BOR_MESSAGES,006,de,EPM-Problem: Ändern von &1 ist fehlgeschlagen,
SEPM_BO_COMMON,006,de,BO-Listener &1 enthält Fehler (&2),
SEPM_DG,006,de,EPM-Datengenerierer: Geschäftspartnerdaten angelegt,
SEPM_EXCEPTIONS,006,de,Knotenschlüssel ist initial,
SEPM_FPM,000,de,Daten wurden gesichert,
SEPM_PI_MESSAGES,000,de,Logischer Port &1 ist ungültig,
SEPM_SALES_ON_DEMAND,000,de,==== IDoc-Eingangsverarbeitung ============================,
SEPM_BOR_MESSAGES,010,de,EPM-Problem: Löschen von &1 ist fehlgeschlagen,
SEPM_DG,010,de,Datei &1 nicht auf Backend gefunden,
SEPM_EXCEPTIONS,010,de,Übergeordneter Schlüssel ist initial,
SEPM_SALES_ON_DEMAND,006,de,EPM-Laufzeitfehler: &1,
SEPM_WD,006,de,Bestellung & akzeptiert,
SEPM_BOR_MESSAGES,007,de,Konsumentenproblem: Lieferanten-ID und Lieferantenname passen nicht: &1,
SEPM_BO_COMMON,007,de,Ungültiger Adresstyp '&1',
SEPM_DG,007,de,EPM-Datengenerierer: Produktdaten angelegt,
SEPM_EXCEPTIONS,007,de,'&1' ist keine EPM-DB-Tabelle,
SEPM_SALES_ON_DEMAND,010,de,Positionsdaten von Kundenauftrag für Opportunity &1 nicht aktualisiert,
SEPM_WD,010,de,Bestellung & existiert nicht,
SEPM_BOR_MESSAGES,011,de,EPM-Problem: Lieferantendaten für Produkt &1 werden nicht abgerufen,
SEPM_BO_COMMON,011,de,Aktualisieren von Daten in Feld &1 ist nicht erlaubt,
SEPM_EXCEPTIONS,011,de,Tabelle der Knotenschlüssel ist leer,
SEPM_SALES_ON_DEMAND,007,de,Ungültige Opportunity-Positionsdaten: &1,
SEPM_WD,007,de,Bestellung & abgelehnt,
SEPM_BOR_MESSAGES,008,de,Konsumentenproblem: ID für Lieferant [&1] angeben,
SEPM_BO_COMMON,008,de,Ungültige Sprache &1,
SEPM_DG,008,de,EPM-Datengenerierer: Bestellungen gelöscht,
SEPM_EXCEPTIONS,008,de,Doppelter Schlüssel '&1',
SEPM_SALES_ON_DEMAND,011,de,Einteilungsdaten von Kundenauftrag für Opportunity &1 nicht aktualisiert,
SEPM_WD,008,de,Bestellung & gesendet,
SEPM_WD,011,de,Keine Mitarbeiter-ID in Tabelle &1 für Benutzer &2 gefunden,
SEPM_BOR_MESSAGES,012,de,Konsumentenproblem: ungültige Produkt-ID [&1] in Umrechnungsfaktordaten,
SEPM_BO_COMMON,012,de,Löschen ist aufgrund des Eigenschaftswerts nicht erlaubt,
SEPM_DG,012,de,Fehler: Snapshot-Schlüssel darf nicht leer sein,
SEPM_EXCEPTIONS,012,de,Bearbeitungsmodus '&1' ist ungültig,
SEPM_SALES_ON_DEMAND,008,de,Ungültige Opportunity-Einteilungsdaten: &1,
SEPM_SALES_ON_DEMAND,012,de,Positionsdaten von Kundenauftrag für Opportunity &1 wurden nicht angelegt,
SEPM_WD,012,de,Produktbild konnte nicht geändert werden,
SEPM_BOR_MESSAGES,009,de,EPM-Problem: Anlegen von &1 ist fehlgeschlagen,
SEPM_BO_COMMON,009,de,Aktion &1 ist nicht aktiviert,
SEPM_DG,009,de,EPM-Datengenerierer: &1 Bestellungen angelegt,
SEPM_DG,013,de,EPM-Datengenerierer: Datenbank-Snapshot exportiert,
SEPM_EXCEPTIONS,009,de,Operation '&1' fehlgeschlagen. Ursache: &2,
SEPM_EXCEPTIONS,013,de,Datentabelle ist leer,
SEPM_SALES_ON_DEMAND,009,de,IDoc-Problem: &1,
SEPM_WD,009,de,Auswahl auf &1 Treffer beschränkt (&2 Einträge in der Datenbank gefunden),
SEPM_BOR_MESSAGES,013,de,Konsumentenproblem: Information zur Umrechungsfaktoränderung für &1 fehlt,
SEPM_BOR_MESSAGES,014,de,Konsumentenproblem: mehrfache Umrechnungsfaktordaten für &1,
SEPM_BO_COMMON,013,de,Anlegen ist aufgrund des Eigenschaftswerts nicht erlaubt,
SEPM_BO_COMMON,014,de,Systemausfall: Element kann nicht gesperrt werden,
SEPM_DG,014,de,EPM-Datengenerierer: Datenbank-Snapshot importiert,
SEPM_EXCEPTIONS,014,de,Nachrichtenpuffer ist ungültig,
SEPM_SALES_ON_DEMAND,013,de,Einteilungsdaten von Kundenauftrag für Opportunity &1 nicht angelegt,
SEPM_WD,013,de,Bestellung & gelöscht,
SEPM_BOR_MESSAGES,015,de,Konsumentenproblem: ungültige Produkt-ID [&1] in Info zu UmrechFaktÄnder.,
SEPM_BO_COMMON,015,de,Knotenelement vom Typ &1 konnte nicht angelegt werden,
SEPM_DG,015,de,EPM-Datengenerierer: Datenbank-Snapshot gelöscht,
SEPM_EXCEPTIONS,015,de,Knotenschlüsselfeldname ( &1 ) für DB-Tabelle &2 existiert nicht,
SEPM_WD,014,de,Menge muss größer 0 sein,
SEPM_BOR_MESSAGES,016,de,Konsumentenproblem: Umrechnungsfaktordaten für &1 bereits vorhanden,
SEPM_BOR_MESSAGES,020,de,Konsumentenproblem: mehrere Infos zur Umrechungsfaktoränderung für &1,
SEPM_BO_COMMON,016,de,Knotenelement vom Typ &1 konnte nicht gelöscht werden,
SEPM_BO_COMMON,020,de,Ungültiges Währungskürzel &1,
SEPM_DG,016,de,EPM-Datengenerierer: Nummernkreise angelegt,
SEPM_DG,020,de,EPM-Datengenerierer: Alle Datenbank-Snapshots gelöscht,
SEPM_EXCEPTIONS,016,de,Zu viele Selektionsparameter (&1) für DB-Tabelle &2 angegeben,
SEPM_EXCEPTIONS,020,de,Ungültige Sortierfolge (&1) für Feld (&2) von DB &3 angegeben,
SEPM_BOR_MESSAGES,021,de,Konsumentenproblem: ungültiger BOR-Schlüssel [&1] in BAPI-Daten,
SEPM_BO_COMMON,021,de,Fehlende Einteilung,
SEPM_DG,021,de,Fehler: Geben Sie ein gültiges Währungskürzel ein,
SEPM_EXCEPTIONS,021,de,Widersprüchliche Paging-Optionen für DB-Tabelle &1 angegeben,
SEPM_BOR_MESSAGES,017,de,Konsumentenproblem: keine Umrechnungsfaktordaten für &1 vorhanden,
SEPM_BOR_MESSAGES,022,de,Konsumentenproblem: übergeordnete Daten für &1 fehlen,
SEPM_BO_COMMON,017,de,Fehler während des Kommunikationsschritts &1 aufgetreten,
SEPM_BO_COMMON,022,de,Wert muss größer 0 sein,
SEPM_DG,017,de,EPM-Datengenerierer: Nummernkreise zurückgesetzt,
SEPM_DG,022,de,Fehler: Geben Sie die Anzahl der Bestellungen ein,
SEPM_EXCEPTIONS,017,de,Selektionsparameterfeldname &1 existiert nicht für DB-Tabelle &1,
SEPM_EXCEPTIONS,022,de,Übergeordneter Schlüssel '&1' existiert nicht,
SEPM_BOR_MESSAGES,018,de,Konsumentenproblem: ungültiger Aktionscode &1 in Info zu UmrechFaktÄnder.,
SEPM_BOR_MESSAGES,019,de,Konsumentenproblem: Umrechnungsfaktordaten für &1 fehlen,
SEPM_BO_COMMON,018,de,Text ist bereits für Sprache &1 vorhanden,
SEPM_BO_COMMON,019,de,Berechtigung fehlt,
SEPM_DG,018,de,Fehler: Snapshot-Schlüssel nicht gefunden,
SEPM_DG,019,de,Fehler: Snapshot kann nicht geschrieben werden,
SEPM_EXCEPTIONS,018,de,Ungültiger Wert (&1) f. Parameter 'Maximale Anzahl auszuwählender Zeilen',
SEPM_EXCEPTIONS,019,de,Feldname (&1) existiert nicht für DB-Tabelle &2,
SEPM_BOR_MESSAGES,023,de,Konsumentenproblem: doppelte BAPI-Daten für &1,
SEPM_BO_COMMON,023,de,Ungültige Kategorie '&1',
SEPM_BO_COMMON,024,de,Wert darf nicht negativ sein,
SEPM_DG,023,de,Fehler: Liste der Benutzer ist leer,
SEPM_DG,024,de,Fehler: ungültige Datumsangabe,
SEPM_EXCEPTIONS,023,de,Tabelle der Alternativschlüssel ist leer,
SEPM_EXCEPTIONS,024,de,Alternativschlüsselfeld &1 existiert nicht für BO-Knoten &2,
SEPM_BOR_MESSAGES,024,de,EPM-Problem: Abruf der Kundenauftragsdaten [&1] ist fehlgeschlagen,
SEPM_BOR_MESSAGES,025,de,EPM-Problem: Geschäftspartner für Kundenauftrag &1 wird nicht abgerufen,
SEPM_BO_COMMON,025,de,Identifikator existiert bereits,
SEPM_BO_COMMON,030,de,Ungültiges Assoziationsziel,
SEPM_DG,025,de,EPM-Datengenerierer: Firmendaten angelegt,
SEPM_DG,030,de,EPM-Datengenerierer: Enterprise Search verfügbar,
SEPM_EXCEPTIONS,025,de,Wurzeldatenpuffer hat keinen übergeordneten Puffer,
SEPM_EXCEPTIONS,030,de,Nachricht ist ungültig,
SEPM_BOR_MESSAGES,026,de,EPM-Problem: Mitarbeiterdaten für Kundenauftrag &1 werden nicht abgerufen,
SEPM_BOR_MESSAGES,030,de,Konsumentenproblem: Geschäftspartner-ID und Firmenname nicht passend: &1,
SEPM_BOR_MESSAGES,101,de,Workflow: das Auslösen eines Ereignisses für &1 ist fehlgeschlagen,
SEPM_BO_COMMON,026,de,Ungültiger Typcode &1,
SEPM_DG,026,de,EPM-Datengenerierer: Temporäre MIME-Datei gelöscht,
SEPM_EXCEPTIONS,026,de,Alternativschlüssel ist initial,
SEPM_TEST,101,de,Automatische Tests waren erfolgreich,
SEPM_BOR_MESSAGES,031,de,Konsumentenproblem: Feldwerte müssen initial sein: &1,
SEPM_BOR_MESSAGES,100,de,------------ Meldungen zum BOR - Anfang - -----------,
SEPM_BO_COMMON,031,de,Zirkeldefinition der Organisationseinheit,
SEPM_DG,031,de,EPM-Datengenerierer: Enterprise Search nicht verfügbar,
SEPM_EXCEPTIONS,031,de,Entitätsname der Eigenschaft &1 ist ungültig,
SEPM_FPM,100,de,Fehler aufgetreten: &1,
SEPM_TEST,100,de,***** Nachrichten von Hilfsklassen,
SEPM_BOR_MESSAGES,027,de,EPM-Problem: es gibt keine Einteilungsdaten für Position &1,
SEPM_BOR_MESSAGES,032,de,Konsumentenproblem: Diskrepanz bei Kundenauftrags-ID [&1],
SEPM_BO_COMMON,027,de,Ungültiger Steuertarifcode &1,
SEPM_BO_COMMON,032,de,Wert '&1' ist nicht eindeutig,
SEPM_DG,027,de,Fehler: Liste der Systembenutzer ist initial,
SEPM_DG,032,de,EPM-Datengenerierer: Aktualisierung der EPM-Indizes angestoßen,
SEPM_EXCEPTIONS,027,de,Ungültiger Sortierfeldname (&1) für DB &2 angegeben,
SEPM_EXCEPTIONS,032,de,Eigenschaftsname &1 ist ungültig,
SEPM_BOR_MESSAGES,028,de,EPM-Problem: Abruf der Produktdaten für Position &1 ist fehlgeschlagen,
SEPM_BOR_MESSAGES,102,de,EPM-Problem: Abrufen von Produktdaten [&1] ist fehlgeschlagen,
SEPM_BO_COMMON,028,de,Ungültige Gewichtseinheit &1,
SEPM_BO_COMMON,033,de,Ungültige Rolle '&1',
SEPM_DG,028,de,Benutzer &1 wurde zu neuer Org &2 neu zugeordnet,
SEPM_DG,033,de,EPM-Datengenerierer: Aktualisierung der Suchindizes nicht angestoßen,
SEPM_EXCEPTIONS,028,de,Ungültiger Selektionsfeldname (&1) für DB &2 angegeben,
SEPM_EXCEPTIONS,033,de,Eigenschaft &1 darf nicht auf dynamisch gesetzt werden,
SEPM_TEST,102,de,Automatische Tests fehlgeschlagen,
SEPM_BOR_MESSAGES,029,de,EPM-Problem: Abruf der Geschäftspartnerdaten [&1] ist fehlgeschlagen,
SEPM_BOR_MESSAGES,034,de,Feature &1 noch nicht unterstützt,
SEPM_BOR_MESSAGES,050,de,Änderungen an Produktdaten verwerfen?,
SEPM_BO_COMMON,029,de,Falsche Anzahl an untergeordneten Knotenelementen,
SEPM_BO_COMMON,034,de,Ungültiges Geschlecht '&1',
SEPM_DG,029,de,EPM-Datengenerierer: Bereinigung erfolgt,
SEPM_DG,034,de,EPM-Datengenerierer: Kundenaufträge gelöscht,
SEPM_DG,050,de,EPM-Datengenerierer: Knotenschlüsseltabelle ist initial,
SEPM_EXCEPTIONS,029,de,Tabelle für Nachrichtenpuffer ist ungültig,
SEPM_EXCEPTIONS,034,de,Boolescher Wert &1 ist ungültig,
SEPM_EXCEPTIONS,050,de,BO-Knotenname &1 ist ungültig,
SEPM_BOR_MESSAGES,035,de,------------ Meldungen zum BOR - Ende - -----------,
SEPM_BOR_MESSAGES,103,de,EPM-Problem: Lieferantendaten für Produkt &1 werden nicht abgerufen,
SEPM_BO_COMMON,035,de,Ungültige Geschäftspartner-ID '&1',
SEPM_BO_COMMON,040,de,Ungültige Längeneinheit '&1',
SEPM_DG,035,de,EPM-Datengenerierer: &1 Kundenaufträge angelegt,
SEPM_DG,040,de,EPM-Datengenerierer: Datentabelle ist leer,
SEPM_EXCEPTIONS,035,de,Eigenschaftswert &1 ist im Konflikt mit anderer dynamischer Eigenschaft,
SEPM_EXCEPTIONS,040,de,BO-Name &1 stellt kein EPM-BO dar,
SEPM_TEST,103,de,Fehler in automatischen Tests (Report: &1 Besitzer: &2 &3),
SEPM_BOR_MESSAGES,036,de,Ungültige Produkt-ID '&1',
SEPM_BOR_MESSAGES,051,de,Produktdaten gesichert,
SEPM_BO_COMMON,036,de,Ungültige Produkt-ID '&1',
SEPM_BO_COMMON,041,de,Ungültiger Zeitstempel '&1',
SEPM_DG,036,de,Fehler: Wählen Sie zumindest Bestellungen oder Kundenaufträge aus,
SEPM_DG,041,de,EPM-Datengenerierer: Daten entsprechen nicht dem Knotentyp,
SEPM_DG,051,de,Knoten &1 Schlüssel &2 ist ungültig,
SEPM_EXCEPTIONS,036,de,Diese Methode kann nur im Wurzelpuffer aufgerufen werden,
SEPM_EXCEPTIONS,041,de,Ungültige SAM-Vorbedingung '&1',
SEPM_EXCEPTIONS,051,de,Eigenschaft ist leer,
SEPM_BOR_MESSAGES,052,de,Keine Änderungen zu sichern,
SEPM_BOR_MESSAGES,104,de,EPM-Problem: auslösende Aktion &1 ist fehlgeschlagen,
SEPM_BO_COMMON,042,de,Produkt '&1' hat keinen Lagerplatz für Organisationseinheit '&2',
SEPM_DG,037,de,EPM-Datengenerierer: &1 Sätze mit Transaktionsdaten angelegt,
SEPM_DG,042,de,EPM-Datengenerierer: nicht alle angegebenen Sätze konnten gelöscht werden,
SEPM_DG,052,de,EPM-Datengenerierer: BO-Name &1 ist ungültig,
SEPM_EXCEPTIONS,042,de,Nachrichtenklasse: &1 existiert nicht,
SEPM_EXCEPTIONS,052,de,Feld &1 ist kein Schlüsselfeld,
SEPM_TEST,104,de,Anzahl der angegebenen Tage ( &1 ) ist ungültig,
SEPM_BOR_MESSAGES,105,de,EPM-Problem: Adressdaten von Geschäftspartner &1 werden nicht abgerufen,
SEPM_BO_COMMON,037,de,Wert muss positiv sein,
SEPM_BO_COMMON,038,de,Kombination von Quell- und Zieleinheit existiert bereits,
SEPM_BO_COMMON,043,de,Lagerplatz '&1' verfügt über &2 Produkte aber verlangt werden &3,
SEPM_DG,038,de,EPM-Datengenerierer gestartet am: &1 um: &2,
SEPM_DG,043,de,EPM-Datengenerierer: nicht alle angegebenen Sätze konnten gelesen werden,
SEPM_EXCEPTIONS,037,de,Service-Interface &1 konnte nicht angelegt werden,
SEPM_EXCEPTIONS,038,de,Nachricht konnte nicht über Service-Interface &1 gesendet werden,
SEPM_EXCEPTIONS,043,de,BO-Knoten &1 hat keinen Datenpuffer,
SEPM_TEST,105,de,Neuorganisation von EPM-Verwaltungsdaten erfolgreich durchgeführt,
SEPM_BOR_MESSAGES,045,de,Schwerwiegender EPM-Fehler: '&1',
SEPM_BO_COMMON,039,de,Umgekehrte Kombination von Quell- und Zieleinheit ist nicht erlaubt,
SEPM_BO_COMMON,044,de,Organisationseinheit '&1' existiert nicht,
SEPM_BO_COMMON,045,de,Ungültige Kundenauftrags-ID '&1',
SEPM_DG,039,de,EPM-Datengenerierer: &1 ungültiger oder leerer Knotenname,
SEPM_DG,044,de,EPM-Datengenerierer: Kanalname ist leer,
SEPM_DG,045,de,EPM-Datengenerierer: Zielliste ist leer,
SEPM_DG,053,de,EPM-Datengenerierer: Variantenname ist leer,
SEPM_EXCEPTIONS,039,de,BO-Knotenname &1 stellt keinen EPM-BO-Knoten dar,
SEPM_EXCEPTIONS,044,de,BO-Knoten &1 hat kein Feld &2,
SEPM_EXCEPTIONS,045,de,Zu viele Filterparameter angegeben (&1,
SEPM_BOR_MESSAGES,046,de,Produkt '&1' ist gesperrt.,
SEPM_BOR_MESSAGES,106,de,EPM-Problem: Adressdaten von Ansprechpartn. von GP &1 werden n. abgerufen,
SEPM_DG,046,de,EPM-Datengenerierer: Kanal &1 existiert nicht,
SEPM_DG,054,de,EPM-Datengenerierer: Parametertabelle ist leer,
SEPM_DG,055,de,EPM-Datengenerierer: Ziel &1 hat ungültigen Typ,
SEPM_EXCEPTIONS,046,de,Knotenschlüssel &1 existiert nicht im Puffer,
SEPM_EXCEPTIONS,054,de,Ungültige Nummer &1 in Nummernkreis,
SEPM_TEST,106,de,Neuorganisation von EPM-Verwaltungsdaten fehlgeschlagen,
SEPM_TEST,110,de,Profil &1 ist Benutzer &2 nicht zugewiesen,
SEPM_BOR_MESSAGES,047,de,Produkt '&1' existiert bereits,
SEPM_DG,047,de,EPM-Datengenerierer: Ziel &1 existiert nicht,
SEPM_DG,060,de,EPM-Datengenerierer: Rechnungen für Bestellungen gelöscht,
SEPM_EXCEPTIONS,047,de,Eigensch. Delete-disabled setzen n. mgl. wenn überg. Knoten dies n. sind,
SEPM_EXCEPTIONS,055,de,Ende liegt vor dem Startdatum,
SEPM_EXCEPTIONS,060,de,Parameter CHANGED_FIELDS passt nicht zu Parameter IT_DATA,
SEPM_TEST,200,de,***** Nachrichten für cx_epm_test,
SEPM_TEST,201,de,Ungültige Parameter,
SEPM_BOR_MESSAGES,048,de,Produkt '&1' löschen?,
SEPM_BOR_MESSAGES,107,de,EPM-Problem: Abruf der Geschäftspartnerdaten [&1] ist fehlgeschlagen,
SEPM_DG,048,de,EPM-Datengenerierer: Kanal &1 hat einen Syntaxfehler,
SEPM_DG,056,de,EPM-Datengenerierer: Kanal &1 hat ungültigen Typ,
SEPM_DG,061,de,Produkt-ID &1 entspricht nicht dem Typ &2,
SEPM_EXCEPTIONS,048,de,Eigenschaft Create-Enabled ohne Schlüssel holen n. mögl. f. unterg. Puff.,
SEPM_EXCEPTIONS,056,de,Ungültige Sprache &1,
SEPM_EXCEPTIONS,061,de,Sprache ist initial,
SEPM_TEST,107,de,Benutzer &2 hat Rolle &1 nicht zugewiesen.,
SEPM_TEST,111,de,Rolle &1 hat kein entsprechendes (generiertes) Profil,
SEPM_BOR_MESSAGES,049,de,Produkt '&1' gelöscht.,
SEPM_DG,049,de,EPM-Datengenerierer gestoppt. Ausführungszeit: &1 s,
SEPM_DG,057,de,EPM-Datengenerierer: ungültiger Parameterwert &1,
SEPM_DG,062,de,EPM-Datengenerierer: Stammdaten angelegt,
SEPM_EXCEPTIONS,049,de,Wurzeleigenschaften Create-Enabled m. Knotenschlüssel holen nicht erlaubt,
SEPM_EXCEPTIONS,057,de,ABAP-Klasse '&1' existiert nicht,
SEPM_TEST,108,de,Rolle &1 von Benutzer &2 ist veraltet,
SEPM_TEST,112,de,Unerwartete Rolle &1 für Benutzer &2,
SEPM_TEST,202,de,Testinfrastruktur bereits gestartet,
SEPM_DG,058,de,EPM-Datengenerierer: Syntaxfehler in Klasse &1,
SEPM_DG,059,de,Daten für Knoten &1 sind leer,
SEPM_DG,063,de,Datengenerierungsfehler in Schritt &1,
SEPM_EXCEPTIONS,058,de,Inhalt ist initial,
SEPM_EXCEPTIONS,062,de,ECM: Angabe des Consumer-Knotennamens/-schlüssels fehlt,
SEPM_EXCEPTIONS,063,de,ECM: Anzeigename fehlt,
SEPM_TEST,109,de,Profil &1 von Benutzer &2 ist kein EPM-Profil,
SEPM_DG,064,de,EPM-Datengenerierer: Kanal &1 hat kein Referenzziel,
SEPM_DG,065,de,EPM-Datengenerierer: ungültiger Snapshot-Schlüssel,
SEPM_DG,070,de,EPM-Datengenerierer: ungültige Anzahl von Tabelleneinträgen,
SEPM_DG,071,de,EPM-Datengenerierer: Datenbearbeitungsfehler,
SEPM_EXCEPTIONS,059,de,Knotenschlüssel '&1' existiert nicht,
SEPM_EXCEPTIONS,064,de,ECM: Anlageninhalt wird beim Anlegen eines Ordners nicht erwartet,
SEPM_EXCEPTIONS,065,de,ECM: Anlageninhalt wurde nicht angegeben,
SEPM_EXCEPTIONS,070,de,Consumer-Knoten und übergeordneter Ordner ('&1'/'&2') unterscheiden sich,
SEPM_EXCEPTIONS,071,de,Nicht eindeutiges Feld '&1',
SEPM_TEST,203,de,Ungültiger Status,
SEPM_BO_COMMON,300,de,Bestellung muss Bestätigungstatus 'bestätigt' haben,
SEPM_DG,066,de,EPM-Datengenerierer: Fehler,
SEPM_DG,067,de,EPM-Datengenerierer: Fehler beim Umwandeln von XML,
SEPM_DG,072,de,EPM-Datengenerierer: alle Daten gelöscht,
SEPM_EXCEPTIONS,066,de,Operation '&1' ist fehlgeschlagen Knoten ='&2' Knotenschlüssel = '&3',
SEPM_EXCEPTIONS,067,de,Operation '&1' von Knoten '&2' ist nur im Hintergrundmodus erlaubt,
SEPM_EXCEPTIONS,072,de,Aktion '&1' existiert nicht,
SEPM_TEST,204,de,Sitzung wird als lokaler Test durchgeführt,
SEPM_TEST,205,de,Test wird bereits durchgeführt,
SEPM_BO_COMMON,301,de,Bestellung hat einen unterschiedlichen Geschäftspartner,
SEPM_DG,068,de,EPM-Datengenerierer: Einzelheiten finden Sie im Protokoll,
SEPM_DG,069,de,Keine Parameter gefunden,
SEPM_DG,073,de,Fehler: Produktliste ist leer,
SEPM_DG,080,de,***Durchschnittliche Generierungszeit: &1 Sek.,
SEPM_DG,081,de,Paketgröße: &1 Sätze,
SEPM_EXCEPTIONS,068,de,Aktionsparameter fehlen,
SEPM_EXCEPTIONS,069,de,Übergeordneter Knoten ( Knotenschlüssel = '&1' ) ist kein Anlagenordner,
SEPM_TEST,206,de,Testsequenz nach Fehler abgebrochen,
